nombre,codigo,hexadecimal,rgb,libro,cartilla,linea,marca,base,cuarto1,cuarto2,cuarto3,cuarto4,galon1,galon2,galon3,galon4,cubeta1,cubeta2,cubeta3,cubeta4
BLANCO VAINILLA,EN-57-08,CABE80,,DOMESTIC-ULTRA,DOMESTIC-ULTRA,57,PALETA,,,,,,,,,,,,,
PINO VIEJO,5714,0D231C,,DOMESTIC-ULTRA,DOMESTIC-ULTRA,57,PALETA,,,,,,,,,,,,,
BEIGE OBSCURO,EN-57-04,99825F,,DOMESTIC-ULTRA,DOMESTIC-ULTRA,57,PALETA,,,,,,,,,,,,,
CHAMPAGNE,5703,FCC174,,DOMESTIC-ULTRA,DOMESTIC-ULTRA,57,PALETA,,,,,,,,,,,,,
BLANCO BRILLANTE,5700,FCFFFA,,DOMESTIC-ULTRA,DOMESTIC-ULTRA,57,PALETA,,,,,,,,,,,,,
BLANCO HUESO,5702,E0CC92,,DOMESTIC-ULTRA,DOMESTIC-ULTRA,57,PALETA,,,,,,,,,,,,,
GRIS GRANITO,EN-57-05,635E5F,,DOMESTIC-ULTRA,DOMESTIC-ULTRA,57,PALETA,,,,,,,,,,,,,
TABACO,5711,29191C,,DOMESTIC-ULTRA,DOMESTIC-ULTRA,57,PALETA,,,,,,,,,,,,,
BLANCO MATE,5701,FCFFFA,,DOMESTIC-ULTRA,DOMESTIC-ULTRA,57,PALETA,,,,,,,,,,,,,
NEGRO BRILLANTE,5719,000000,,DOMESTIC-ULTRA,DOMESTIC-ULTRA,57,PALETA,,,,,,,,,,,,,
NEGRO MATE,720,000000,,DOMESTIC-ULTRA,DOMESTIC-ULTRA,57,PALETA,,,,,,,,,,,,,
SLIGHT EMBRACE,1011P,feedaa,,SOLID,MAGIC-BOOK,235X,PALETA,PASTEL,TINTE: AXX   0 Y 19 PTS,,,,TINTE: AXX   1 Y 10 PTS,,,,TINTE: AXX   5 Y 50 PTS,,,
SLIGHT EMBRACE,1011P,feedaa,,SOLID,MAGIC-BOOK,355X,PALETA,PASTEL,TINTE: AXX   0 Y 20 PTS,,,,TINTE: AXX   1 Y 16 PTS,,,,TINTE: AXX   6 Y 16 PTS,,,
SLIGHT EMBRACE,1011P,feedaa,,SOLID,MAGIC-BOOK,356X,PALETA,PASTEL,TINTE: AXX   0 Y 24 PTS,,,,TINTE: AXX   1 Y 30 PTS,,,,TINTE: AXX   7 Y 22 PTS,,,
SLIGHT EMBRACE,1011P,feedaa,,SOLID,MAGIC-BOOK,357X,PALETA,PASTEL,TINTE: AXX   0 Y 27 PTS,,,,TINTE: AXX   1 Y 42 PTS,,,,TINTE: AXX   8 Y 18 PTS,,,
SLIGHT EMBRACE,1011P,feedaa,,SOLID,MAGIC-BOOK,365X,PALETA,PASTEL,TINTE: AXX   0 Y 21 PTS,,,,TINTE: AXX   1 Y 20 PTS,,,,TINTE: AXX   6 Y 36 PTS,,,
SLIGHT EMBRACE,1011P,feedaa,,SOLID,MAGIC-BOOK,435X,PALETA,PASTEL,TINTE: AXX   0 Y 29 PTS,,,,TINTE: AXX   1 Y 52 PTS,,,,TINTE: AXX   9 Y 4 PTS,,,
SLIGHT EMBRACE,1011P,feedaa,,SOLID,MAGIC-BOOK,436X,PALETA,PASTEL,TINTE: AXX   0 Y 20 PTS,,,,TINTE: AXX   1 Y 16 PTS,,,,TINTE: AXX   6 Y 16 PTS,,,
SLIGHT EMBRACE,1011P,feedaa,,SOLID,MAGIC-BOOK,437X,PALETA,PASTEL,TINTE: AXX   0 Y 21 PTS,,,,TINTE: AXX   1 Y 18 PTS,,,,TINTE: AXX   6 Y 26 PTS,,,
SLIGHT EMBRACE,1011P,feedaa,,SOLID,MAGIC-BOOK,457X,PALETA,PASTEL,TINTE: AXX   0 Y 29 PTS,,,,TINTE: AXX   1 Y 52 PTS,,,,TINTE: AXX   9 Y 4 PTS,,,
SLIGHT EMBRACE,1011P,feedaa,,SOLID,MAGIC-BOOK,537X,PALETA,PASTEL,TINTE: AXX   0 Y 10 PTS,,,,TINTE: AXX   0 Y 38 PTS,,,,TINTE: AXX   2 Y 62 PTS,,,
SLIGHT EMBRACE,1011P,feedaa,,SOLID,MAGIC-BOOK,577X,PALETA,PASTEL,TINTE: AXX   0 Y 13 PTS,,,,TINTE: AXX   0 Y 52 PTS,,,,TINTE: AXX   4 Y 4 PTS,,,
POTENITILLA,1012T,fee47a,,SOLID,MAGIC-BOOK,235X,PALETA,TINT,TINTE: AXX   0 Y 48 PTS,,,,TINTE: AXX   3 Y 0 PTS,,,,TINTE: AXX   15 Y 0 PTS,,,
POTENITILLA,1012T,fee47a,,SOLID,MAGIC-BOOK,355X,PALETA,TINT,TINTE: AXX   0 Y 48 PTS,,,,TINTE: AXX   3 Y 0 PTS,,,,TINTE: AXX   15 Y 0 PTS,,,
POTENITILLA,1012T,fee47a,,SOLID,MAGIC-BOOK,356X,PALETA,TINT,TINTE: AXX   1 Y 0 PTS,,,,TINTE: AXX   4 Y 0 PTS,,,,TINTE: AXX   20 Y 0 PTS,,,
POTENITILLA,1012T,fee47a,,SOLID,MAGIC-BOOK,357X,PALETA,TINT,TINTE: AXX   1 Y 0 PTS,,,,TINTE: AXX   4 Y 0 PTS,,,,TINTE: AXX   20 Y 0 PTS,,,
POTENITILLA,1012T,fee47a,,SOLID,MAGIC-BOOK,365X,PALETA,TINT,TINTE: AXX   0 Y 49 PTS,,,,TINTE: AXX   3 Y 2 PTS,,,,TINTE: AXX   15 Y 10 PTS,,,
POTENITILLA,1012T,fee47a,,SOLID,MAGIC-BOOK,435X,PALETA,TINT,TINTE: AXX   1 Y 0 PTS,,,,TINTE: AXX   4 Y 0 PTS,,,,TINTE: AXX   20 Y 0 PTS,,,
POTENITILLA,1012T,fee47a,,SOLID,MAGIC-BOOK,436X,PALETA,TINT,TINTE: AXX   1 Y 0 PTS,,,,TINTE: AXX   4 Y 0 PTS,,,,TINTE: AXX   20 Y 0 PTS,,,
POTENITILLA,1012T,fee47a,,SOLID,MAGIC-BOOK,437X,PALETA,TINT,TINTE: AXX   0 Y 58 PTS,,,,TINTE: AXX   3 Y 38 PTS,,,,TINTE: AXX   17 Y 62 PTS,,,
POTENITILLA,1012T,fee47a,,SOLID,MAGIC-BOOK,457X,PALETA,TINT,TINTE: AXX   0 Y 59 PTS,,,,TINTE: AXX   3 Y 44 PTS,,,,TINTE: AXX   18 Y 28 PTS,,,
POTENITILLA,1012T,fee47a,,SOLID,MAGIC-BOOK,577X,PALETA,TINT,TINTE: AXX   0 Y 30 PTS,,,,TINTE: AXX   1 Y 56 PTS,,,,TINTE: AXX   9 Y 24 PTS,,,
SUN MIRACLE,1013D,ffd89f,,SOLID,MAGIC-BOOK,355X,PALETA,DEEP,TINTE: AXX   2 Y 26 PTS,,,,TINTE: AXX   9 Y 38 PTS,,,,TINTE: AXX   47 Y 62 PTS,,,
SUN MIRACLE,1013D,ffd89f,,SOLID,MAGIC-BOOK,356X,PALETA,DEEP,TINTE: AXX   2 Y 0 PTS,,,,TINTE: AXX   8 Y 0 PTS,,,,TINTE: AXX   40 Y 0 PTS,,,
SUN MIRACLE,1013D,ffd89f,,SOLID,MAGIC-BOOK,357X,PALETA,DEEP,TINTE: AXX   2 Y 0 PTS,,,,TINTE: AXX   8 Y 0 PTS,,,,TINTE: AXX   40 Y 0 PTS,,,
SUN MIRACLE,1013D,ffd89f,,SOLID,MAGIC-BOOK,435X,PALETA,DEEP,TINTE: AXX   2 Y 44 PTS,,,,TINTE: AXX   10 Y 46 PTS,,,,TINTE: AXX   53 Y 38 PTS,,,
SUN MIRACLE,1013D,ffd89f,,SOLID,MAGIC-BOOK,436X,PALETA,DEEP,TINTE: AXX   2 Y 4 PTS,,,,TINTE: AXX   8 Y 16 PTS,,,,TINTE: AXX   41 Y 16 PTS,,,
SUN MIRACLE,1013D,ffd89f,,SOLID,MAGIC-BOOK,437X,PALETA,DEEP,TINTE: AXX   2 Y 30 PTS,,,,TINTE: AXX   9 Y 54 PTS,,,,TINTE: AXX   49 Y 14 PTS,,,
SUN MIRACLE,1013D,ffd89f,,SOLID,MAGIC-BOOK,457X,PALETA,DEEP,TINTE: AXX   2 Y 25 PTS,,,,TINTE: AXX   9 Y 34 PTS,,,,TINTE: AXX   47 Y 42 PTS,,,
SUN MIRACLE,1013D,ffd89f,,SOLID,MAGIC-BOOK,577X,PALETA,DEEP,TINTE: AXX   2 Y 0 PTS,,,,TINTE: AXX   8 Y 0 PTS,,,,TINTE: AXX   40 Y 0 PTS,,,
YELLOW PENDANT,1014T,ffee06e,,SOLID,MAGIC-BOOK,235X,PALETA,TINT,TINTE: AXX   1 Y 0 PTS,,,,TINTE: AXX   4 Y 0 PTS,,,,TINTE: AXX   20 Y 0 PTS,,,
YELLOW PENDANT,1014T,ffee06e,,SOLID,MAGIC-BOOK,355X,PALETA,TINT,TINTE: AXX   1 Y 0 PTS,,,,TINTE: AXX   4 Y 0 PTS,,,,TINTE: AXX   20 Y 0 PTS,,,
YELLOW PENDANT,1014T,ffee06e,,SOLID,MAGIC-BOOK,356X,PALETA,TINT,TINTE: AXX   1 Y 22 PTS,,,,TINTE: AXX   5 Y 22 PTS,,,,TINTE: AXX   26 Y 46 PTS,,,
YELLOW PENDANT,1014T,ffee06e,,SOLID,MAGIC-BOOK,357X,PALETA,TINT,TINTE: AXX   1 Y 22 PTS,,,,TINTE: AXX   5 Y 22 PTS,,,,TINTE: AXX   26 Y 46 PTS,,,
YELLOW PENDANT,1014T,ffee06e,,SOLID,MAGIC-BOOK,365X,PALETA,TINT,TINTE: AXX   1 Y 1 PTS,,,,TINTE: AXX   4 Y 4 PTS,,,,TINTE: AXX   20 Y 20 PTS,,,
YELLOW PENDANT,1014T,ffee06e,,SOLID,MAGIC-BOOK,435X,PALETA,TINT,TINTE: AXX   1 Y 22 PTS,,,,TINTE: AXX   5 Y 22 PTS,,,,TINTE: AXX   26 Y 46 PTS,,,
YELLOW PENDANT,1014T,ffee06e,,SOLID,MAGIC-BOOK,436X,PALETA,TINT,TINTE: AXX   1 Y 22 PTS,,,,TINTE: AXX   5 Y 22 PTS,,,,TINTE: AXX   26 Y 46 PTS,,,
YELLOW PENDANT,1014T,ffee06e,,SOLID,MAGIC-BOOK,437X,PALETA,TINT,TINTE: AXX   1 Y 13 PTS,,,,TINTE: AXX   4 Y 52 PTS,,,,TINTE: AXX   24 Y 4 PTS,,,
YELLOW PENDANT,1014T,ffee06e,,SOLID,MAGIC-BOOK,457X,PALETA,TINT,TINTE: AXX   1 Y 15 PTS,,,,TINTE: AXX   4 Y 58 PTS,,,,TINTE: AXX   24 Y 34 PTS,,,
YELLOW PENDANT,1014T,ffee06e,,SOLID,MAGIC-BOOK,577X,PALETA,TINT,TINTE: AXX   0 Y 40 PTS,,,,TINTE: AXX   2 Y 32 PTS,,,,TINTE: AXX   12 Y 32 PTS,,,
YELLOW FRAGRANCE,1015P,ffeba2,,SOLID,MAGIC-BOOK,235X,PALETA,PASTEL,TINTE: AXX   0 Y 24 PTS,,,,TINTE: AXX   1 Y 32 PTS,,,,TINTE: AXX   7 Y 32 PTS,,,
YELLOW FRAGRANCE,1015P,ffeba2,,SOLID,MAGIC-BOOK,355X,PALETA,PASTEL,TINTE: AXX   0 Y 26 PTS,,,,TINTE: AXX   1 Y 38 PTS,,,,TINTE: AXX   7 Y 62 PTS,,,
YELLOW FRAGRANCE,1015P,ffeba2,,SOLID,MAGIC-BOOK,356X,PALETA,PASTEL,TINTE: AXX   0 Y 30 PTS,,,,TINTE: AXX   1 Y 54 PTS,,,,TINTE: AXX   9 Y 14 PTS,,,
YELLOW FRAGRANCE,1015P,ffeba2,,SOLID,MAGIC-BOOK,357X,PALETA,PASTEL,TINTE: AXX   0 Y 34 PTS,,,,TINTE: AXX   2 Y 8 PTS,,,,TINTE: AXX   10 Y 40 PTS,,,
YELLOW FRAGRANCE,1015P,ffeba2,,SOLID,MAGIC-BOOK,365X,PALETA,PASTEL,TINTE: AXX   0 Y 27 PTS,,,,TINTE: AXX   1 Y 44 PTS,,,,TINTE: AXX   8 Y 28 PTS,,,
YELLOW FRAGRANCE,1015P,ffeba2,,SOLID,MAGIC-BOOK,435X,PALETA,PASTEL,TINTE: AXX   0 Y 37 PTS,,,,TINTE: AXX   2 Y 20 PTS,,,,TINTE: AXX   11 Y 36 PTS,,,
YELLOW FRAGRANCE,1015P,ffeba2,,SOLID,MAGIC-BOOK,436X,PALETA,PASTEL,TINTE: AXX   0 Y 26 PTS,,,,TINTE: AXX   1 Y 38 PTS,,,,TINTE: AXX   7 Y 62 PTS,,,
YELLOW FRAGRANCE,1015P,ffeba2,,SOLID,MAGIC-BOOK,437X,PALETA,PASTEL,TINTE: AXX   0 Y 26 PTS,,,,TINTE: AXX   1 Y 40 PTS,,,,TINTE: AXX   8 Y 8 PTS,,,
YELLOW FRAGRANCE,1015P,ffeba2,,SOLID,MAGIC-BOOK,457X,PALETA,PASTEL,TINTE: AXX   0 Y 37 PTS,,,,TINTE: AXX   2 Y 18 PTS,,,,TINTE: AXX   11 Y 26 PTS,,,
YELLOW FRAGRANCE,1015P,ffeba2,,SOLID,MAGIC-BOOK,537X,PALETA,PASTEL,TINTE: AXX   0 Y 12 PTS,,,,TINTE: AXX   0 Y 48 PTS,,,,TINTE: AXX   3 Y 48 PTS,,,
YELLOW FRAGRANCE,1015P,ffeba2,,SOLID,MAGIC-BOOK,577X,PALETA,PASTEL,TINTE: AXX   0 Y 17 PTS,,,,TINTE: AXX   1 Y 2 PTS,,,,TINTE: AXX   5 Y 10 PTS,,,
GREENING SPRING,101A,749731,,SOLID,MAGIC-BOOK,355X,PALETA,ACCENT,TINTE: AXX   2 Y 29 PTS,TINTE: B   0 Y 10 PTS,TINTE: D   0 Y 20 PTS,TINTE: KX   0 Y 53 PTS,TINTE: AXX   9 Y 52 PTS,TINTE: B   0 Y 40 PTS,TINTE: D   1 Y 16 PTS,TINTE: KX   3 Y 20 PTS,TINTE: AXX   49 Y 4 PTS,TINTE: B   3 Y 8 PTS,TINTE: D   6 Y 16 PTS,TINTE: KX   16 Y 36 PTS
GREENING SPRING,101A,749731,,SOLID,MAGIC-BOOK,356X,PALETA,ACCENT,TINTE: AXX   2 Y 25 PTS,TINTE: B   0 Y 10 PTS,TINTE: D   0 Y 20 PTS,TINTE: KX   0 Y 52 PTS,TINTE: AXX   9 Y 36 PTS,TINTE: B   0 Y 40 PTS,TINTE: D   1 Y 14 PTS,TINTE: KX   3 Y 16 PTS,TINTE: AXX   47 Y 52 PTS,TINTE: B   3 Y 8 PTS,TINTE: D   6 Y 6 PTS,TINTE: KX   16 Y 16 PTS
GREENING SPRING,101A,749731,,SOLID,MAGIC-BOOK,357X,PALETA,ACCENT,TINTE: AXX   1 Y 62 PTS,TINTE: B   0 Y 8 PTS,TINTE: D   0 Y 16 PTS,TINTE: KX   0 Y 43 PTS,TINTE: AXX   7 Y 54 PTS,TINTE: B   0 Y 32 PTS,TINTE: D   1 Y 0 PTS,TINTE: KX   2 Y 42 PTS,TINTE: AXX   39 Y 14 PTS,TINTE: B   2 Y 32 PTS,TINTE: D   5 Y 0 PTS,TINTE: KX   13 Y 18 PTS
GREENING SPRING,101A,749731,,SOLID,MAGIC-BOOK,435X,PALETA,ACCENT,TINTE: AXX   2 Y 35 PTS,TINTE: B   0 Y 11 PTS,TINTE: D   0 Y 21 PTS,TINTE: KX   0 Y 56 PTS,TINTE: AXX   10 Y 12 PTS,TINTE: B   0 Y 42 PTS,TINTE: D   1 Y 20 PTS,TINTE: KX   3 Y 30 PTS,TINTE: AXX   50 Y 60 PTS,TINTE: B   3 Y 18 PTS,TINTE: D   6 Y 36 PTS,TINTE: KX   17 Y 22 PTS
GREENING SPRING,101A,749731,,SOLID,MAGIC-BOOK,436X,PALETA,ACCENT,TINTE: AXX   2 Y 42 PTS,TINTE: B   0 Y 11 PTS,TINTE: D   0 Y 22 PTS,TINTE: KX   0 Y 58 PTS,TINTE: AXX   10 Y 38 PTS,TINTE: B   0 Y 44 PTS,TINTE: D   1 Y 22 PTS,TINTE: KX   3 Y 38 PTS,TINTE: AXX   52 Y 62 PTS,TINTE: B   3 Y 28 PTS,TINTE: D   6 Y 46 PTS,TINTE: KX   17 Y 62 PTS
GREENING SPRING,101A,749731,,SOLID,MAGIC-BOOK,437X,PALETA,ACCENT,TINTE: AXX   3 Y 2 PTS,TINTE: B   0 Y 13 PTS,TINTE: D   0 Y 25 PTS,TINTE: KX   1 Y 2 PTS,TINTE: AXX   12 Y 6 PTS,TINTE: B   0 Y 50 PTS,TINTE: D   1 Y 34 PTS,TINTE: KX   4 Y 6 PTS,TINTE: AXX   60 Y 30 PTS,TINTE: B   3 Y 58 PTS,TINTE: D   7 Y 42 PTS,TINTE: KX   20 Y 30 PTS
GREENING SPRING,101A,749731,,SOLID,MAGIC-BOOK,457X,PALETA,ACCENT,TINTE: AXX   1 Y 62 PTS,TINTE: B   0 Y 8 PTS,TINTE: D   0 Y 16 PTS,TINTE: KX   0 Y 43 PTS,TINTE: AXX   7 Y 54 PTS,TINTE: B   0 Y 32 PTS,TINTE: D   1 Y 0 PTS,TINTE: KX   2 Y 42 PTS,TINTE: AXX   39 Y 14 PTS,TINTE: B   2 Y 32 PTS,TINTE: D   5 Y 0 PTS,TINTE: KX   13 Y 18 PTS
LEMON WHITE,1021P,f8e7a9,,SOLID,MAGIC-BOOK,235X,PALETA,PASTEL,TINTE: AXX   0 Y 18 PTS,TINTE: L   0 Y 1 PTS,,,TINTE: AXX   1 Y 6 PTS,TINTE: L   0 Y 5 PTS,,,TINTE: AXX   5 Y 30 PTS,TINTE: L   0 Y 23 PTS,,
LEMON WHITE,1021P,f8e7a9,,SOLID,MAGIC-BOOK,355X,PALETA,PASTEL,TINTE: AXX   0 Y 19 PTS,TINTE: L   0 Y 1 PTS,,,TINTE: AXX   1 Y 10 PTS,TINTE: L   0 Y 4 PTS,,,TINTE: AXX   5 Y 50 PTS,TINTE: L   0 Y 20 PTS,,
LEMON WHITE,1021P,f8e7a9,,SOLID,MAGIC-BOOK,356X,PALETA,PASTEL,TINTE: AXX   0 Y 22 PTS,TINTE: L   0 Y 2 PTS,,,TINTE: AXX   1 Y 24 PTS,TINTE: L   0 Y 6 PTS,,,TINTE: AXX   6 Y 56 PTS,TINTE: L   0 Y 30 PTS,,
LEMON WHITE,1021P,f8e7a9,,SOLID,MAGIC-BOOK,357X,PALETA,PASTEL,TINTE: AXX   0 Y 25 PTS,TINTE: L   0 Y 2 PTS,,,TINTE: AXX   1 Y 36 PTS,TINTE: L   0 Y 6 PTS,,,TINTE: AXX   7 Y 52 PTS,TINTE: L   0 Y 30 PTS,,
LEMON WHITE,1021P,f8e7a9,,SOLID,MAGIC-BOOK,365X,PALETA,PASTEL,TINTE: AXX   0 Y 20 PTS,TINTE: L   0 Y 1 PTS,,,TINTE: AXX   1 Y 16 PTS,TINTE: L   0 Y 6 PTS,,,TINTE: AXX   6 Y 16 PTS,TINTE: L   0 Y 28 PTS,,
LEMON WHITE,1021P,f8e7a9,,SOLID,MAGIC-BOOK,435X,PALETA,PASTEL,TINTE: AXX   0 Y 27 PTS,TINTE: L   0 Y 2 PTS,,,TINTE: AXX   1 Y 44 PTS,TINTE: L   0 Y 6 PTS,,,TINTE: AXX   8 Y 28 PTS,TINTE: L   0 Y 30 PTS,,
LEMON WHITE,1021P,f8e7a9,,SOLID,MAGIC-BOOK,436X,PALETA,PASTEL,TINTE: AXX   0 Y 19 PTS,TINTE: L   0 Y 1 PTS,,,TINTE: AXX   1 Y 12 PTS,TINTE: L   0 Y 4 PTS,,,TINTE: AXX   5 Y 60 PTS,TINTE: L   0 Y 20 PTS,,
LEMON WHITE,1021P,f8e7a9,,SOLID,MAGIC-BOOK,437X,PALETA,PASTEL,TINTE: AXX   0 Y 20 PTS,TINTE: L   0 Y 1 PTS,,,TINTE: AXX   1 Y 14 PTS,TINTE: L   0 Y 5 PTS,,,TINTE: AXX   6 Y 6 PTS,TINTE: L   0 Y 25 PTS,,
LEMON WHITE,1021P,f8e7a9,,SOLID,MAGIC-BOOK,457X,PALETA,PASTEL,TINTE: AXX   0 Y 27 PTS,TINTE: L   0 Y 2 PTS,,,TINTE: AXX   1 Y 44 PTS,TINTE: L   0 Y 8 PTS,,,TINTE: AXX   8 Y 28 PTS,TINTE: L   0 Y 40 PTS,,
LEMON WHITE,1021P,f8e7a9,,SOLID,MAGIC-BOOK,537X,PALETA,PASTEL,TINTE: AXX   0 Y 9 PTS,TINTE: L   0 Y 1 PTS,,,TINTE: AXX   0 Y 36 PTS,TINTE: L   0 Y 3 PTS,,,TINTE: AXX   2 Y 52 PTS,TINTE: L   0 Y 13 PTS,,
LEMON WHITE,1021P,f8e7a9,,SOLID,MAGIC-BOOK,577X,PALETA,PASTEL,TINTE: AXX   0 Y 12 PTS,TINTE: L   0 Y 1 PTS,,,TINTE: AXX   0 Y 48 PTS,TINTE: L   0 Y 3 PTS,,,TINTE: AXX   3 Y 48 PTS,TINTE: L   0 Y 15 PTS,,
CHROMATELLA,1022T,fade78,,SOLID,MAGIC-BOOK,235X,PALETA,TINT,TINTE: AXX   0 Y 60 PTS,TINTE: L   0 Y 1 PTS,,,TINTE: AXX   3 Y 48 PTS,TINTE: L   0 Y 5 PTS,,,TINTE: AXX   18 Y 48 PTS,TINTE: L   0 Y 23 PTS,,
CHROMATELLA,1022T,fade78,,SOLID,MAGIC-BOOK,355X,PALETA,TINT,TINTE: AXX   0 Y 60 PTS,TINTE: L   0 Y 1 PTS,,,TINTE: AXX   3 Y 48 PTS,TINTE: L   0 Y 4 PTS,,,TINTE: AXX   18 Y 48 PTS,TINTE: L   0 Y 20 PTS,,
CHROMATELLA,1022T,fade78,,SOLID,MAGIC-BOOK,356X,PALETA,TINT,TINTE: AXX   1 Y 16 PTS,TINTE: L   0 Y 2 PTS,,,TINTE: AXX   5 Y 0 PTS,TINTE: L   0 Y 6 PTS,,,TINTE: AXX   25 Y 0 PTS,TINTE: L   0 Y 30 PTS,,
CHROMATELLA,1022T,fade78,,SOLID,MAGIC-BOOK,357X,PALETA,TINT,TINTE: AXX   1 Y 16 PTS,TINTE: L   0 Y 2 PTS,,,TINTE: AXX   5 Y 0 PTS,TINTE: L   0 Y 6 PTS,,,TINTE: AXX   25 Y 0 PTS,TINTE: L   0 Y 30 PTS,,
CHROMATELLA,1022T,fade78,,SOLID,MAGIC-BOOK,365X,PALETA,TINT,TINTE: AXX   0 Y 61 PTS,TINTE: L   0 Y 1 PTS,,,TINTE: AXX   3 Y 52 PTS,TINTE: L   0 Y 5 PTS,,,TINTE: AXX   19 Y 4 PTS,TINTE: L   0 Y 23 PTS,,
CHROMATELLA,1022T,fade78,,SOLID,MAGIC-BOOK,435X,PALETA,TINT,TINTE: AXX   1 Y 16 PTS,TINTE: L   0 Y 2 PTS,,,TINTE: AXX   5 Y 0 PTS,TINTE: L   0 Y 6 PTS,,,TINTE: AXX   25 Y 0 PTS,TINTE: L   0 Y 30 PTS,,
CHROMATELLA,1022T,fade78,,SOLID,MAGIC-BOOK,436X,PALETA,TINT,TINTE: AXX   1 Y 16 PTS,TINTE: L   0 Y 2 PTS,,,TINTE: AXX   5 Y 0 PTS,TINTE: L   0 Y 6 PTS,,,TINTE: AXX   25 Y 0 PTS,TINTE: L   0 Y 30 PTS,,
CHROMATELLA,1022T,fade78,,SOLID,MAGIC-BOOK,437X,PALETA,TINT,TINTE: AXX   1 Y 8 PTS,TINTE: L   0 Y 1 PTS,,,TINTE: AXX   4 Y 32 PTS,TINTE: L   0 Y 6 PTS,,,TINTE: AXX   22 Y 32 PTS,TINTE: L   0 Y 28 PTS,,
CHROMATELLA,1022T,fade78,,SOLID,MAGIC-BOOK,457X,PALETA,TINT,TINTE: AXX   1 Y 10 PTS,TINTE: L   0 Y 2 PTS,,,TINTE: AXX   4 Y 38 PTS,TINTE: L   0 Y 6 PTS,,,TINTE: AXX   22 Y 62 PTS,TINTE: L   0 Y 30 PTS,,
CHROMATELLA,1022T,fade78,,SOLID,MAGIC-BOOK,577X,PALETA,TINT,TINTE: AXX   0 Y 38 PTS,TINTE: L   0 Y 1 PTS,,,TINTE: AXX   2 Y 22 PTS,TINTE: L   0 Y 3 PTS,,,TINTE: AXX   11 Y 46 PTS,TINTE: L   0 Y 15 PTS,,
YELLOW JASMINE,1023D,eec74a,,SOLID,MAGIC-BOOK,355X,PALETA,DEEP,TINTE: AXX   1 Y 58 PTS,TINTE: L   0 Y 3 PTS,,,TINTE: AXX   7 Y 40 PTS,TINTE: L   0 Y 12 PTS,,,TINTE: AXX   38 Y 8 PTS,TINTE: L   0 Y 60 PTS,,
YELLOW JASMINE,1023D,eec74a,,SOLID,MAGIC-BOOK,356X,PALETA,DEEP,TINTE: AXX   1 Y 38 PTS,TINTE: L   0 Y 3 PTS,,,TINTE: AXX   6 Y 22 PTS,TINTE: L   0 Y 10 PTS,,,TINTE: AXX   31 Y 46 PTS,TINTE: L   0 Y 50 PTS,,
YELLOW JASMINE,1023D,eec74a,,SOLID,MAGIC-BOOK,357X,PALETA,DEEP,TINTE: AXX   1 Y 38 PTS,TINTE: L   0 Y 3 PTS,,,TINTE: AXX   6 Y 22 PTS,TINTE: L   0 Y 10 PTS,,,TINTE: AXX   31 Y 46 PTS,TINTE: L   0 Y 50 PTS,,
YELLOW JASMINE,1023D,eec74a,,SOLID,MAGIC-BOOK,435X,PALETA,DEEP,TINTE: AXX   2 Y 8 PTS,TINTE: L   0 Y 4 PTS,,,TINTE: AXX   8 Y 32 PTS,TINTE: L   0 Y 14 PTS,,,TINTE: AXX   42 Y 32 PTS,TINTE: L   1 Y 6 PTS,,
YELLOW JASMINE,1023D,eec74a,,SOLID,MAGIC-BOOK,436X,PALETA,DEEP,TINTE: AXX   1 Y 41 PTS,TINTE: L   0 Y 3 PTS,,,TINTE: AXX   6 Y 34 PTS,TINTE: L   0 Y 10 PTS,,,TINTE: AXX   32 Y 42 PTS,TINTE: L   0 Y 50 PTS,,
YELLOW JASMINE,1023D,eec74a,,SOLID,MAGIC-BOOK,437X,PALETA,DEEP,TINTE: AXX   1 Y 61 PTS,TINTE: L   0 Y 3 PTS,,,TINTE: AXX   7 Y 52 PTS,TINTE: L   0 Y 12 PTS,,,TINTE: AXX   39 Y 4 PTS,TINTE: L   0 Y 60 PTS,,
YELLOW JASMINE,1023D,eec74a,,SOLID,MAGIC-BOOK,457X,PALETA,DEEP,TINTE: AXX   1 Y 57 PTS,TINTE: L   0 Y 3 PTS,,,TINTE: AXX   7 Y 36 PTS,TINTE: L   0 Y 12 PTS,,,TINTE: AXX   37 Y 52 PTS,TINTE: L   0 Y 60 PTS,,
YELLOW JASMINE,1023D,eec74a,,SOLID,MAGIC-BOOK,577X,PALETA,DEEP,TINTE: AXX   1 Y 38 PTS,TINTE: L   0 Y 3 PTS,,,TINTE: AXX   6 Y 22 PTS,TINTE: L   0 Y 10 PTS,,,TINTE: AXX   31 Y 46 PTS,TINTE: L   0 Y 50 PTS,,
FEATHER GOLD,1024T,f1d87e,,SOLID,MAGIC-BOOK,235X,PALETA,TINT,TINTE: AXX   0 Y 60 PTS,TINTE: L   0 Y 3 PTS,,,TINTE: AXX   3 Y 48 PTS,TINTE: L   0 Y 12 PTS,,,TINTE: AXX   18 Y 48 PTS,TINTE: L   0 Y 60 PTS,,
FEATHER GOLD,1024T,f1d87e,,SOLID,MAGIC-BOOK,355X,PALETA,TINT,TINTE: AXX   0 Y 60 PTS,TINTE: L   0 Y 3 PTS,,,TINTE: AXX   3 Y 48 PTS,TINTE: L   0 Y 12 PTS,,,TINTE: AXX   18 Y 48 PTS,TINTE: L   0 Y 60 PTS,,
